Log_ID,Server_ID,Server_Cluster_x,Log_Timestamp,CPU_Utilization (%),Memory_Usage (%),Disk_IO (%),Network_Traffic_In (MB/s),Network_Traffic_Out (MB/s),Uptime (Hours),Downtime (Hours),Station,Hostname,IP_Address,OS_Type,Server_Location,Admin_Name,Server_Cluster_y,Admin_Email,Admin_Phone,Date,Hour,DayOfWeek,Month,Year,CPU_Status,Memory_Status,Disk_Status,System_Health_Score,System_Health_Status
Station1_LOG01851,SRV077,CL-1,2025-08-02 06:55:00,72.03,87.0,79.66,12.52,5.62,318.55,6.21,Station1,host-077,10.0.30.24,Linux,New York,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073,2025-08-02,6,Saturday,8,2025,Medium,High,Medium,20.436666666666667,Poor
Station1_LOG01852,SRV035,CL-6,2025-08-01 17:51:00,12.95,35.11,5.94,22.05,13.03,775.31,6.65,Station1,host-035,10.0.136.46,Windows,Singapore,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215,2025-08-01,17,Friday,8,2025,Low,Low,Low,82.0,Excellent
Station1_LOG01853,SRV063,CL-10,2025-08-01 01:23:00,13.59,62.62,42.32,5.14,1.81,273.43,6.92,Station1,host-063,10.0.167.228,Windows,New York,Alice,CL-10,alice@xyzcorp.com,+1-202-531-6896,2025-08-01,1,Friday,8,2025,Low,Medium,Low,60.49,Good
Station1_LOG01854,SRV032,CL-4,2025-08-02 01:41:00,24.09,55.575,61.2,20.03,12.875,995.22,4.13,Station1,host-032,10.0.47.156,Linux,New York,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073,2025-08-02,1,Saturday,8,2025,Low,Medium,Medium,53.044999999999995,Fair
Station1_LOG01855,SRV010,CL-4,2025-08-02 09:39:00,83.76,39.62,69.78,23.83,18.65,579.6,3.96,Station1,host-010,10.0.44.34,Linux,London,Charlie,CL-4,charlie@xyzcorp.com,+1-202-817-1167,2025-08-02,9,Saturday,8,2025,High,Low,Medium,35.61333333333333,Poor
Station1_LOG01856,SRV032,CL-4,2025-08-02 09:04:00,79.63,55.575,5.87,10.42,16.01,349.96,8.54,Station1,host-032,10.0.47.156,Linux,New York,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073,2025-08-02,9,Saturday,8,2025,Medium,Medium,Low,52.975,Fair
Station1_LOG01857,SRV084,CL-9,2025-08-02 17:36:00,16.33,57.65,53.33,24.92,11.0,580.68,1.34,Station1,host-084,10.0.44.81,Windows,Singapore,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215,2025-08-02,17,Saturday,8,2025,Low,Medium,Medium,57.56333333333334,Fair
Station1_LOG01858,SRV067,CL-5,2025-08-02 01:17:00,48.44,88.32,78.1,4.34,3.05,100.31,1.31,Station1,host-067,10.0.93.42,Linux,Mumbai,Hannah,CL-5,hannah@xyzcorp.com,+1-202-151-5538,2025-08-02,1,Saturday,8,2025,Low,High,Medium,28.38000000000001,Poor
Station1_LOG01859,SRV034,CL-6,2025-08-01 09:35:00,55.06,40.97,55.44,3.73,10.83,353.03,2.66,Station1,host-034,10.0.70.112,Linux,Singapore,Hannah,CL-6,hannah@xyzcorp.com,+1-202-151-5538,2025-08-01,9,Friday,8,2025,Medium,Low,Medium,49.51,Fair
Station1_LOG01860,SRV016,CL-2,2025-08-01 18:20:00,80.89,73.18,8.65,11.73,8.98,939.98,6.88,Station1,host-016,10.0.2.195,Windows,Mumbai,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,2025-08-01,18,Friday,8,2025,High,Medium,Low,45.76,Fair
Station1_LOG01861,SRV063,CL-10,2025-08-01 15:39:00,63.46,36.01,18.53,12.74,7.25,362.4,7.32,Station1,host-063,10.0.167.228,Windows,New York,Alice,CL-10,alice@xyzcorp.com,+1-202-531-6896,2025-08-01,15,Friday,8,2025,Medium,Low,Low,60.666666666666664,Good
Station1_LOG01862,SRV034,CL-6,2025-08-02 09:05:00,14.33,55.575,56.69,15.91,12.01,808.54,1.81,Station1,host-034,10.0.70.112,Linux,Singapore,Hannah,CL-6,hannah@xyzcorp.com,+1-202-151-5538,2025-08-02,9,Saturday,8,2025,Low,Medium,Medium,57.80166666666667,Fair
Station1_LOG01863,SRV010,CL-4,2025-08-01 09:41:00,76.08,24.37,22.33,4.61,21.24,558.34,5.36,Station1,host-010,10.0.44.34,Linux,London,Charlie,CL-4,charlie@xyzcorp.com,+1-202-817-1167,2025-08-01,9,Friday,8,2025,Medium,Low,Low,59.07333333333333,Fair
Station1_LOG01864,SRV066,CL-9,2025-08-01 16:43:00,56.88,64.08,16.23,17.13,1.66,777.65,6.14,Station1,host-066,10.0.248.134,Linux,Frankfurt,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215,2025-08-01,16,Friday,8,2025,Medium,Medium,Low,54.27,Fair
Station1_LOG01865,SRV048,CL-9,2025-08-02 19:31:00,86.18,46.26,59.89,6.87,6.17,604.41,0.48,Station1,host-048,10.0.64.1,Linux,Frankfurt,Fiona,CL-9,fiona@xyzcorp.com,+1-202-230-1591,2025-08-02,19,Saturday,8,2025,High,Low,Medium,35.89,Poor
Station1_LOG01866,SRV089,CL-1,2025-08-01 04:13:00,79.13,55.575,26.18,3.26,6.85,812.13,0.17,Station1,host-089,10.0.225.14,Windows,Frankfurt,Hannah,CL-1,hannah@xyzcorp.com,+1-202-151-5538,2025-08-01,4,Friday,8,2025,Medium,Medium,Low,46.37166666666667,Fair
Station1_LOG01867,SRV016,CL-2,2025-08-02 17:33:00,78.75,21.19,47.05,18.89,2.01,570.52,7.89,Station1,host-016,10.0.2.195,Windows,Mumbai,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,2025-08-02,17,Saturday,8,2025,Medium,Low,Low,51.00333333333333,Fair
Station1_LOG01868,SRV041,CL-10,2025-08-01 18:04:00,55.96,53.75,69.98,8.21,9.7,946.95,0.34,Station1,host-041,10.0.187.69,Linux,Mumbai,Hannah,CL-10,hannah@xyzcorp.com,+1-202-151-5538,2025-08-01,18,Friday,8,2025,Medium,Medium,Medium,40.10333333333333,Fair
Station1_LOG01869,SRV041,CL-10,2025-08-02 07:41:00,49.03,79.04,76.55,23.01,2.04,173.22,6.81,Station1,host-041,10.0.187.69,Linux,Mumbai,Hannah,CL-10,hannah@xyzcorp.com,+1-202-151-5538,2025-08-02,7,Saturday,8,2025,Low,Medium,Medium,31.793333333333337,Poor
Station1_LOG01870,SRV027,CL-7,2025-08-02 05:14:00,25.19,44.23,47.71,15.0,24.97,446.92,8.5,Station1,host-027,10.0.70.125,Linux,Singapore,Bob,CL-7,bob@xyzcorp.com,+1-202-691-4215,2025-08-02,5,Saturday,8,2025,Low,Low,Low,60.95666666666667,Good
Station1_LOG01871,SRV035,CL-6,2025-08-01 13:44:00,94.83,50.21,62.05,26.17,17.59,649.01,0.85,Station1,host-035,10.0.136.46,Windows,Singapore,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215,2025-08-01,13,Friday,8,2025,High,Medium,Medium,30.970000000000013,Poor
Station1_LOG01872,SRV029,CL-2,2025-08-02 04:21:00,32.3,75.96,30.94,29.29,12.23,557.36,2.97,Station1,host-029,10.0.94.201,Windows,Mumbai,George,CL-2,george@xyzcorp.com,+1-202-749-4405,2025-08-02,4,Saturday,8,2025,Low,Medium,Low,53.6,Fair
Station1_LOG01873,SRV020,CL-9,2025-08-01 04:59:00,44.43,85.95,60.36,28.69,8.84,183.87,7.14,Station1,host-020,10.0.236.93,Windows,London,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215,2025-08-01,4,Friday,8,2025,Low,High,Medium,36.419999999999995,Poor
Station1_LOG01874,SRV077,CL-1,2025-08-01 16:36:00,42.68,69.02,30.13,29.13,12.92,810.81,8.17,Station1,host-077,10.0.30.24,Linux,New York,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073,2025-08-01,16,Friday,8,2025,Low,Medium,Low,52.723333333333336,Fair
Station1_LOG01875,SRV032,CL-4,2025-08-02 05:58:00,76.23,74.78,74.42,24.04,17.98,511.54,5.54,Station1,host-032,10.0.47.156,Linux,New York,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073,2025-08-02,5,Saturday,8,2025,Medium,Medium,Medium,24.85666666666667,Poor
Station1_LOG01876,SRV041,CL-10,2025-08-01 09:29:00,13.21,50.73,28.09,17.25,4.73,530.09,7.13,Station1,host-041,10.0.187.69,Linux,Mumbai,Hannah,CL-10,hannah@xyzcorp.com,+1-202-151-5538,2025-08-01,9,Friday,8,2025,Low,Medium,Low,69.32333333333334,Good
Station1_LOG01877,SRV082,CL-10,2025-08-02 02:52:00,91.14,77.23,56.09,8.91,16.76,499.34,8.48,Station1,host-082,10.0.237.227,Windows,New York,Ethan,CL-10,ethan@xyzcorp.com,+1-202-853-1213,2025-08-02,2,Saturday,8,2025,High,Medium,Medium,25.179999999999993,Poor
Station1_LOG01878,SRV045,CL-2,2025-08-01 12:41:00,61.05,37.04,58.72,8.35,12.6,696.83,3.81,Station1,host-045,10.0.248.214,Linux,New York,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,2025-08-01,12,Friday,8,2025,Medium,Low,Medium,47.73,Fair
Station1_LOG01879,SRV043,CL-8,2025-08-01 04:19:00,12.95,56.87,35.83,28.54,3.91,922.72,1.86,Station1,host-043,10.0.177.175,Linux,Singapore,Bob,CL-8,bob@xyzcorp.com,+1-202-691-4215,2025-08-01,4,Friday,8,2025,Low,Medium,Low,64.78333333333333,Good
Station1_LOG01880,SRV006,CL-4,2025-08-02 09:03:00,35.47,72.04,65.88,9.56,20.76,169.53,1.91,Station1,host-006,10.0.232.230,Windows,Mumbai,Alice,CL-4,alice@xyzcorp.com,+1-202-531-6896,2025-08-02,9,Saturday,8,2025,Low,Medium,Medium,42.20333333333334,Fair
Station1_LOG01881,SRV077,CL-1,2025-08-01 00:38:00,33.03,60.46,72.5,19.22,12.0,348.92,5.98,Station1,host-077,10.0.30.24,Linux,New York,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073,2025-08-01,0,Friday,8,2025,Low,Medium,Medium,44.669999999999995,Fair
Station1_LOG01882,SRV091,CL-2,2025-08-02 13:18:00,29.46,36.0,16.25,17.95,12.71,777.44,8.87,Station1,host-091,10.0.22.9,Windows,London,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,2025-08-02,13,Saturday,8,2025,Low,Low,Low,72.76333333333334,Good
Station1_LOG01883,SRV086,CL-4,2025-08-01 23:38:00,36.57,57.51,79.5,10.65,9.1,676.29,5.18,Station1,host-086,10.0.41.192,Linux,New York,Hannah,CL-4,hannah@xyzcorp.com,+1-202-151-5538,2025-08-01,23,Friday,8,2025,Low,Medium,Medium,42.14000000000001,Fair
Station1_LOG01884,SRV056,CL-4,2025-08-02 09:24:00,30.68,87.41,61.29,5.61,20.45,698.62,9.27,Station1,host-056,10.0.140.244,Windows,New York,George,CL-4,george@xyzcorp.com,+1-202-749-4405,2025-08-02,9,Saturday,8,2025,Low,High,Medium,40.20666666666667,Fair
Station1_LOG01885,SRV071,CL-2,2025-08-01 23:11:00,57.85,86.19,44.12,7.46,2.86,806.5,9.21,Station1,host-071,10.0.214.19,Linux,Frankfurt,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,2025-08-01,23,Friday,8,2025,Medium,High,Low,37.28,Poor
Station1_LOG01886,SRV032,CL-4,2025-08-01 03:51:00,24.04,43.28,65.91,22.6,14.08,251.33,4.07,Station1,host-032,10.0.47.156,Linux,New York,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073,2025-08-01,3,Friday,8,2025,Low,Low,Medium,55.59,Fair
Station1_LOG01887,SRV096,CL-4,2025-08-02 19:58:00,68.89,76.3,52.41,29.38,12.13,104.3,1.66,Station1,host-096,10.0.247.66,Windows,Frankfurt,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073,2025-08-02,19,Saturday,8,2025,Medium,Medium,Medium,34.13333333333334,Poor
Station1_LOG01888,SRV081,CL-4,2025-08-02 00:08:00,15.49,55.575,63.19,29.51,22.64,180.73,4.28,Station1,host-081,10.0.91.217,Windows,London,Ethan,CL-4,ethan@xyzcorp.com,+1-202-853-1213,2025-08-02,0,Saturday,8,2025,Low,Medium,Medium,55.248333333333335,Fair
Station1_LOG01889,SRV008,CL-1,2025-08-01 16:09:00,42.88,46.59,13.39,22.53,15.16,987.16,7.96,Station1,host-008,10.0.121.33,Linux,New York,Bob,CL-1,bob@xyzcorp.com,+1-202-691-4215,2025-08-01,16,Friday,8,2025,Low,Low,Low,65.71333333333334,Good
Station1_LOG01890,SRV019,CL-2,2025-08-01 00:40:00,40.2,48.87,73.77,21.94,11.21,569.72,6.39,Station1,host-019,10.0.37.201,Linux,Frankfurt,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,2025-08-01,0,Friday,8,2025,Low,Low,Medium,45.720000000000006,Fair
Station1_LOG01891,SRV078,CL-1,2025-08-02 06:03:00,48.21,20.65,8.94,15.46,5.66,624.97,3.17,Station1,host-078,10.0.59.148,Linux,Singapore,George,CL-1,george@xyzcorp.com,+1-202-749-4405,2025-08-02,6,Saturday,8,2025,Low,Low,Low,74.06666666666666,Good
Station1_LOG01892,SRV070,CL-1,2025-08-02 22:06:00,46.19,39.02,14.69,9.47,16.89,453.94,5.69,Station1,host-070,10.0.46.35,Linux,Singapore,Hannah,CL-1,hannah@xyzcorp.com,+1-202-151-5538,2025-08-02,22,Saturday,8,2025,Low,Low,Low,66.69999999999999,Good
Station1_LOG01893,SRV082,CL-10,2025-08-01 11:56:00,69.69,67.97,24.08,4.32,14.76,992.62,2.15,Station1,host-082,10.0.237.227,Windows,New York,Ethan,CL-10,ethan@xyzcorp.com,+1-202-853-1213,2025-08-01,11,Friday,8,2025,Medium,Medium,Low,46.086666666666666,Fair
Station1_LOG01894,SRV020,CL-9,2025-08-01 22:58:00,48.19,55.575,75.88,29.34,22.45,539.09,8.78,Station1,host-020,10.0.236.93,Windows,London,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215,2025-08-01,22,Friday,8,2025,Low,Medium,Medium,40.11833333333334,Fair
Station1_LOG01895,SRV043,CL-8,2025-08-01 14:16:00,88.07,65.41,68.68,29.1,21.22,490.04,4.29,Station1,host-043,10.0.177.175,Linux,Singapore,Bob,CL-8,bob@xyzcorp.com,+1-202-691-4215,2025-08-01,14,Friday,8,2025,High,Medium,Medium,25.946666666666673,Poor
Station1_LOG01896,SRV012,CL-3,2025-08-02 15:48:00,64.99,57.93,50.34,25.77,12.875,522.07,9.78,Station1,host-012,10.0.183.117,Windows,Singapore,Fiona,CL-3,fiona@xyzcorp.com,+1-202-230-1591,2025-08-02,15,Saturday,8,2025,Medium,Medium,Medium,42.24666666666667,Fair
Station1_LOG01897,SRV008,CL-1,2025-08-02 19:45:00,47.25,87.48,25.3,12.3,4.13,152.45,0.63,Station1,host-008,10.0.121.33,Linux,New York,Bob,CL-1,bob@xyzcorp.com,+1-202-691-4215,2025-08-02,19,Saturday,8,2025,Low,High,Low,46.65666666666666,Fair
Station1_LOG01898,SRV077,CL-1,2025-08-02 00:42:00,58.91,68.37,22.32,9.17,9.33,766.9,9.78,Station1,host-077,10.0.30.24,Linux,New York,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073,2025-08-02,0,Saturday,8,2025,Medium,Medium,Low,50.13333333333333,Fair
Station1_LOG01899,SRV017,CL-6,2025-08-01 11:28:00,76.04,56.88,42.55,8.3,7.93,655.58,3.71,Station1,host-017,10.0.188.240,Windows,Mumbai,Ethan,CL-6,ethan@xyzcorp.com,+1-202-853-1213,2025-08-01,11,Friday,8,2025,Medium,Medium,Low,41.50999999999999,Fair
Station1_LOG01900,SRV029,CL-2,2025-08-01 16:20:00,81.12,54.15,24.75,25.58,6.6,979.29,3.12,Station1,host-029,10.0.94.201,Windows,Mumbai,George,CL-2,george@xyzcorp.com,+1-202-749-4405,2025-08-01,16,Friday,8,2025,High,Medium,Low,46.66,Fair
Station1_LOG01901,SRV056,CL-4,2025-08-02 05:51:00,88.98,56.75,46.71,3.98,20.01,379.26,4.79,Station1,host-056,10.0.140.244,Windows,New York,George,CL-4,george@xyzcorp.com,+1-202-749-4405,2025-08-02,5,Saturday,8,2025,High,Medium,Low,35.853333333333325,Poor
Station1_LOG01902,SRV036,CL-9,2025-08-01 13:19:00,93.45,57.96,51.96,23.38,16.1,285.03,6.05,Station1,host-036,10.0.83.37,Windows,New York,Alice,CL-9,alice@xyzcorp.com,+1-202-531-6896,2025-08-01,13,Friday,8,2025,High,Medium,Medium,32.209999999999994,Poor
Station1_LOG01903,SRV001,CL-8,2025-08-02 23:46:00,61.83,49.49,72.37,12.33,9.74,225.97,2.24,Station1,host-001,10.0.186.8,Windows,London,George,CL-8,george@xyzcorp.com,+1-202-749-4405,2025-08-02,23,Saturday,8,2025,Medium,Low,Medium,38.77,Poor
Station1_LOG01904,SRV014,CL-10,2025-08-02 09:25:00,38.77,82.06,38.37,19.71,2.88,198.24,7.76,Station1,host-014,10.0.7.78,Windows,Mumbai,Fiona,CL-10,fiona@xyzcorp.com,+1-202-230-1591,2025-08-02,9,Saturday,8,2025,Low,High,Low,46.93333333333333,Fair
Station1_LOG01905,SRV043,CL-8,2025-08-02 05:16:00,26.94,54.34,70.48,29.72,11.35,244.87,5.84,Station1,host-043,10.0.177.175,Linux,Singapore,Bob,CL-8,bob@xyzcorp.com,+1-202-691-4215,2025-08-02,5,Saturday,8,2025,Low,Medium,Medium,49.413333333333334,Fair
Station1_LOG01906,SRV013,CL-2,2025-08-01 17:59:00,30.96,60.0,65.48,20.28,0.96,664.17,2.81,Station1,host-013,10.0.95.98,Linux,New York,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,2025-08-01,17,Friday,8,2025,Low,Medium,Medium,47.85333333333333,Fair
Station1_LOG01907,SRV016,CL-2,2025-08-02 10:03:00,94.46,66.05,30.99,7.85,0.57,900.59,3.22,Station1,host-016,10.0.2.195,Windows,Mumbai,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,2025-08-02,10,Saturday,8,2025,High,Medium,Low,36.166666666666664,Poor
Station1_LOG01908,SRV063,CL-10,2025-08-01 08:19:00,47.11,83.84,5.63,13.95,16.73,770.49,5.61,Station1,host-063,10.0.167.228,Windows,New York,Alice,CL-10,alice@xyzcorp.com,+1-202-531-6896,2025-08-01,8,Friday,8,2025,Low,High,Low,54.473333333333336,Fair
Station1_LOG01909,SRV001,CL-8,2025-08-01 13:31:00,71.3,44.24,7.92,3.26,5.78,213.59,2.94,Station1,host-001,10.0.186.8,Windows,London,George,CL-8,george@xyzcorp.com,+1-202-749-4405,2025-08-01,13,Friday,8,2025,Medium,Low,Low,58.84666666666667,Fair
Station1_LOG01910,SRV035,CL-6,2025-08-02 10:01:00,63.75,46.26,46.05,4.74,19.51,133.84,3.79,Station1,host-035,10.0.136.46,Windows,Singapore,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215,2025-08-02,10,Saturday,8,2025,Medium,Low,Low,47.98,Fair
Station1_LOG01911,SRV006,CL-4,2025-08-02 17:04:00,59.67,88.61,52.48,20.82,12.0,180.47,9.43,Station1,host-006,10.0.232.230,Windows,Mumbai,Alice,CL-4,alice@xyzcorp.com,+1-202-531-6896,2025-08-02,17,Saturday,8,2025,Medium,High,Medium,33.08,Poor
Station1_LOG01912,SRV077,CL-1,2025-08-01 13:56:00,42.0,88.65,24.69,2.25,17.09,862.06,3.53,Station1,host-077,10.0.30.24,Linux,New York,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073,2025-08-01,13,Friday,8,2025,Low,High,Low,48.22,Fair
Station1_LOG01913,SRV077,CL-1,2025-08-01 04:07:00,78.36,45.47,52.58,24.12,18.74,333.73,1.48,Station1,host-077,10.0.30.24,Linux,New York,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073,2025-08-01,4,Friday,8,2025,Medium,Low,Medium,41.196666666666665,Fair
Station1_LOG01914,SRV097,CL-3,2025-08-01 19:16:00,74.7,54.13,69.45,16.8,9.0,847.92,6.41,Station1,host-097,10.0.44.225,Linux,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073,2025-08-01,19,Friday,8,2025,Medium,Medium,Medium,33.90666666666665,Poor
Station1_LOG01915,SRV067,CL-5,2025-08-02 11:36:00,31.0,85.82,67.06,29.89,5.07,953.0,7.48,Station1,host-067,10.0.93.42,Linux,Mumbai,Hannah,CL-5,hannah@xyzcorp.com,+1-202-151-5538,2025-08-02,11,Saturday,8,2025,Low,High,Medium,38.70666666666667,Poor
Station1_LOG01916,SRV016,CL-2,2025-08-01 19:09:00,25.72,86.51,20.79,22.82,17.75,741.92,4.89,Station1,host-016,10.0.2.195,Windows,Mumbai,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,2025-08-01,19,Friday,8,2025,Low,High,Low,55.66,Fair
Station1_LOG01917,SRV016,CL-2,2025-08-01 03:26:00,65.02,55.575,14.55,29.9,24.68,632.9,4.05,Station1,host-016,10.0.2.195,Windows,Mumbai,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,2025-08-01,3,Friday,8,2025,Medium,Medium,Low,54.95166666666666,Fair
Station1_LOG01918,SRV032,CL-4,2025-08-01 16:56:00,20.4,32.82,57.58,29.41,8.39,602.81,4.09,Station1,host-032,10.0.47.156,Linux,New York,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073,2025-08-01,16,Friday,8,2025,Low,Low,Medium,63.06666666666667,Good
Station1_LOG01919,SRV096,CL-4,2025-08-02 08:01:00,72.31,25.86,42.14,0.74,22.01,564.73,3.24,Station1,host-096,10.0.247.66,Windows,Frankfurt,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073,2025-08-02,8,Saturday,8,2025,Medium,Low,Low,53.23,Fair
Station1_LOG01920,SRV081,CL-4,2025-08-01 05:55:00,41.16,50.02,46.79,27.99,9.17,626.78,9.94,Station1,host-081,10.0.91.217,Windows,London,Ethan,CL-4,ethan@xyzcorp.com,+1-202-853-1213,2025-08-01,5,Friday,8,2025,Low,Medium,Low,54.01,Fair
Station1_LOG01921,SRV040,CL-6,2025-08-02 23:43:00,70.52,23.57,51.99,26.52,4.93,633.97,3.24,Station1,host-040,10.0.135.185,Windows,New York,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215,2025-08-02,23,Saturday,8,2025,Medium,Low,Medium,51.306666666666665,Fair
Station1_LOG01922,SRV066,CL-9,2025-08-01 14:37:00,18.44,33.64,30.57,12.57,22.98,770.28,8.96,Station1,host-066,10.0.248.134,Linux,Frankfurt,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215,2025-08-01,14,Friday,8,2025,Low,Low,Low,72.45,Good
Station1_LOG01923,SRV094,CL-8,2025-08-02 08:39:00,63.87,55.575,43.21,7.73,5.58,797.61,5.92,Station1,host-094,10.0.160.175,Linux,Singapore,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213,2025-08-02,8,Saturday,8,2025,Medium,Medium,Low,45.781666666666666,Fair
Station1_LOG01924,SRV067,CL-5,2025-08-01 00:00:00,58.36,59.97,41.7,5.37,6.27,983.65,2.89,Station1,host-067,10.0.93.42,Linux,Mumbai,Hannah,CL-5,hannah@xyzcorp.com,+1-202-151-5538,2025-08-01,0,Friday,8,2025,Medium,Medium,Low,46.656666666666666,Fair
Station1_LOG01925,SRV028,CL-2,2025-08-02 12:53:00,60.68,62.46,9.13,15.37,9.06,618.62,1.47,Station1,host-028,10.0.151.99,Linux,Singapore,Fiona,CL-2,fiona@xyzcorp.com,+1-202-230-1591,2025-08-02,12,Saturday,8,2025,Medium,Medium,Low,55.91,Fair
Station1_LOG01926,SRV029,CL-2,2025-08-02 10:12:00,76.46,58.19,26.03,19.35,24.95,726.46,2.65,Station1,host-029,10.0.94.201,Windows,Mumbai,George,CL-2,george@xyzcorp.com,+1-202-749-4405,2025-08-02,10,Saturday,8,2025,Medium,Medium,Low,46.440000000000005,Fair
Station1_LOG01927,SRV040,CL-6,2025-08-02 04:34:00,48.64,58.12,41.7,23.14,8.84,147.18,0.08,Station1,host-040,10.0.135.185,Windows,New York,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215,2025-08-02,4,Saturday,8,2025,Low,Medium,Low,50.51333333333334,Fair
Station1_LOG01928,SRV013,CL-2,2025-08-01 00:12:00,41.95,40.94,13.58,2.65,17.95,623.11,2.93,Station1,host-013,10.0.95.98,Linux,New York,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,2025-08-01,0,Friday,8,2025,Low,Low,Low,67.84333333333333,Good
Station1_LOG01929,SRV016,CL-2,2025-08-01 10:23:00,76.47,87.26,75.4,28.56,11.62,374.65,6.84,Station1,host-016,10.0.2.195,Windows,Mumbai,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,2025-08-01,10,Friday,8,2025,Medium,High,Medium,20.289999999999992,Poor
Station1_LOG01930,SRV082,CL-10,2025-08-02 02:33:00,51.62,56.81,14.36,28.24,14.2,881.14,9.11,Station1,host-082,10.0.237.227,Windows,New York,Ethan,CL-10,ethan@xyzcorp.com,+1-202-853-1213,2025-08-02,2,Saturday,8,2025,Medium,Medium,Low,59.07,Fair
Station1_LOG01931,SRV066,CL-9,2025-08-02 12:08:00,47.87,43.34,70.24,9.53,7.02,834.47,6.94,Station1,host-066,10.0.248.134,Linux,Frankfurt,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215,2025-08-02,12,Saturday,8,2025,Low,Low,Medium,46.18333333333334,Fair
Station1_LOG01932,SRV097,CL-3,2025-08-02 19:07:00,22.87,79.95,58.02,13.46,13.78,602.1,5.44,Station1,host-097,10.0.44.225,Linux,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073,2025-08-02,19,Saturday,8,2025,Low,Medium,Medium,46.38666666666666,Fair
Station1_LOG01933,SRV006,CL-4,2025-08-01 19:45:00,13.18,84.78,11.08,7.78,9.23,695.95,6.65,Station1,host-006,10.0.232.230,Windows,Mumbai,Alice,CL-4,alice@xyzcorp.com,+1-202-531-6896,2025-08-01,19,Friday,8,2025,Low,High,Low,63.65333333333333,Good
Station1_LOG01934,SRV035,CL-6,2025-08-02 06:19:00,47.97,84.87,20.86,10.74,15.89,147.42,8.56,Station1,host-035,10.0.136.46,Windows,Singapore,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215,2025-08-02,6,Saturday,8,2025,Low,High,Low,48.76666666666667,Fair
Station1_LOG01935,SRV086,CL-4,2025-08-02 15:11:00,73.69,29.32,8.52,16.16,7.24,918.87,2.65,Station1,host-086,10.0.41.192,Linux,New York,Hannah,CL-4,hannah@xyzcorp.com,+1-202-151-5538,2025-08-02,15,Saturday,8,2025,Medium,Low,Low,62.82333333333334,Good
Station1_LOG01936,SRV005,CL-3,2025-08-02 10:00:00,63.08,72.58,18.34,25.27,22.03,509.27,9.74,Station1,host-005,10.0.39.146,Windows,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073,2025-08-02,10,Saturday,8,2025,Medium,Medium,Low,48.666666666666664,Fair
Station1_LOG01937,SRV005,CL-3,2025-08-02 07:53:00,87.31,34.9,42.41,29.68,14.13,361.51,0.01,Station1,host-005,10.0.39.146,Windows,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073,2025-08-02,7,Saturday,8,2025,High,Low,Low,45.126666666666665,Fair
Station1_LOG01938,SRV077,CL-1,2025-08-02 00:13:00,16.69,37.53,53.9,19.15,12.875,681.66,8.52,Station1,host-077,10.0.30.24,Linux,New York,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073,2025-08-02,0,Saturday,8,2025,Low,Low,Medium,63.96,Good
